1234567891;Margarita;23:02:26.705886600;25.0
1234567891;Margarita;23:02:26.710443800;25.0
1234567891;Margarita;23:02:26.711441700;25.0
1234567891;Margarita;23:02:26.713462;25.0
1234567891;Margarita;23:02:26.714441;25.0
1234567891;Mimosa;23:03:59.371902400;29.0
1234567891;Mimosa;23:03:59.374950700;29.0
1234567891;Mimosa;23:03:59.375950200;29.0
1234567891;Spa;23:04:16.790782;23.0
1234567891;Spa;23:04:16.791882300;23.0
1234567891;Spa;23:04:16.791882300;23.0
1234567891;Spa;23:04:16.793335200;23.0
1234567891;Gimnasio;23:04:52.035571400;10.0
1234567891;Gimnasio;23:04:52.038348300;10.0
1234567891;Pina Colada;23:05:04.986265600;17.0
1234567891;Pina Colada;23:05:04.987276200;17.0
1234567891;Pina Colada;23:05:04.988297300;17.0
1223200925;Mojito;00:05:04.988297300;16.0
1223200925;Mojito;00:05:04.988297300;16.0
1223200925;Guia turistica;16:04:52.038348300;150.012334567;Ensalada mediterránea con queso feta;00:22:11.283534900;40.4
12334567;Margarita;00:23:35.912576300;25.0
